19430802.0,0.0
19430803.0,0.0
19430804.0,0.0
19430805.0,0.0
19430806.0,0.0
19430807.0,0.0
19430808.0,0.0
19430809.0,0.0
19430810.0,0.0
19430811.0,0.0
19430812.0,0.0
19430813.0,0.0
19430814.0,0.0
19430815.0,0.0
19430816.0,0.0
19430817.0,0.0
19430818.0,0.0
19430819.0,0.0
19430820.0,0.0
19430821.0,0.0
19430822.0,0.0
19430823.0,0.0
19430824.0,0.0
19430825.0,0.0
19430826.0,0.0
19430827.0,0.0
19430828.0,0.0
19430829.0,0.0
19430830.0,0.0
19430831.0,0.0
19430901.0,0.0
19430902.0,0.0
19430903.0,0.0
19430904.0,0.0
19430905.0,0.0
19430906.0,0.0
19430907.0,0.0
19430908.0,14.7
19430909.0,10.4
19430910.0,20.6
19430911.0,0.0
19430912.0,0.0
19430913.0,0.0
19430914.0,0.0
19430915.0,0.0
19430916.0,0.0
19430917.0,16.5
19430918.0,0.5
19430919.0,10.2
19430920.0,13.2
19430921.0,3.3
19430922.0,2.3
19430923.0,3.3
19430924.0,10.4
19430925.0,4.6
19430926.0,2.5
19430927.0,0.0
19430928.0,0.0
19430929.0,0.0
19430930.0,0.0
19431001.0,9.9
19431002.0,5.6
19431003.0,6.6
19431004.0,7.1
19431005.0,5.6
19431006.0,0.0
19431007.0,0.0
19431008.0,0.0
19431009.0,0.0
19431010.0,0.0
19431011.0,0.8
19431012.0,0.0
19431013.0,0.0
19431014.0,0.0
19431015.0,3.0
19431016.0,1.3
19431017.0,2.8
19431018.0,0.0
19431019.0,0.0
19431020.0,0.0
19431021.0,0.0
19431022.0,0.0
19431023.0,1.8
19431024.0,3.8
19431025.0,12.2
19431026.0,0.0
19431027.0,0.0
19431028.0,0.0
19431029.0,6.9
19431030.0,0.0
19431031.0,0.0
19431101.0,0.0
19431102.0,0.0
19431103.0,0.0
19431104.0,0.0
19431105.0,0.0
19431106.0,1.0
19431107.0,0.0
19431108.0,0.0
19431109.0,2.8
19431110.0,0.0
19431111.0,0.0
19431112.0,0.0
19431113.0,0.0
19431114.0,0.0
19431115.0,0.0
19431116.0,0.0
19431117.0,0.0
19431118.0,0.0
19431119.0,0.0
19431120.0,0.0
19431121.0,0.0
19431122.0,0.0
19431123.0,0.0
19431124.0,0.0
19431125.0,7.9
19431126.0,0.0
19431127.0,0.0
19431128.0,0.0
19431129.0,0.0
19431130.0,0.0
19431201.0,0.0
19431202.0,0.0
19431203.0,0.0
19431204.0,0.0
19431205.0,0.3
19431206.0,0.0
19431207.0,0.0
19431208.0,0.0
19431209.0,0.0
19431210.0,0.0
19431211.0,0.0
19431212.0,0.0
19431213.0,0.0
19431214.0,0.0
19431215.0,0.0
19431216.0,0.0
19431217.0,0.0
19431218.0,0.0
19431219.0,3.3
19431220.0,0.8
19431221.0,0.0
19431222.0,0.0
19431223.0,0.0
19431224.0,0.0
19431225.0,0.0
19431226.0,0.0
19431227.0,0.0
19431228.0,0.0
19431229.0,0.5
19431230.0,0.0
19431231.0,0.0
19440101.0,0.0
19440102.0,0.0
19440103.0,4.6
19440104.0,0.0
19440105.0,0.0
19440106.0,0.0
19440107.0,0.0
19440108.0,0.8
19440109.0,0.0
19440110.0,0.0
19440111.0,0.5
19440112.0,0.0
19440113.0,0.0
19440114.0,4.3
19440115.0,0.5
19440116.0,1.3
19440117.0,0.0
19440118.0,0.0
19440119.0,0.0
19440120.0,0.0
